Class,Review
1,satin rouge is not new or inventive journey but it encouraging to see three dimensional average middle aged woman experience of self discovery handled with such sensitivity
1,though an important political documentary this doe not really make the case the kissinger should be tried a war criminal
1,cannon confidence and laid back good spirit are with the drumming routine among the film saving grace
1,in it understanding often funny way it tell story whose restatement is validated by the changing composition of the nation
1,she may not be real but the laugh are
1,a fiercely clever and subtle film capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionary
1,ok arthouse the power of this script and the performance that come with it is that the whole damned thing didn get our moral hackle up
1,the movie itself is far from disappointing offering an original take on courtroom movie few nifty twist that are so crucial to the genre and another first rate performance by top billed star bruce willis
1,about schmidt is undoubtedly one of the finest film of the year if you re not deeply touched by this movie check your pulse
1,the charm of revolution o is rather the way it introduces you to new fervently held idea and fanciful thinker
1,until it final minute this is perceptive study of two family in crisis and of two girl whose friendship is severely tested by bad luck and their own immaturity
1,offer the flash of rock video fused with solid performance and eerie atmosphere
1,filmmaker dana janklowicz mann and amir mann area headed east far east in retelling historically significant and personal episode detailing how one international city welcomed ten of thousand of german jewish refugee while the world democracie
1,for all it problem the lady and the duke surprisingly manages never to grow boring which prof that rohmer still ha sense of his audience
1,an edifying glimpse into the wit and revolutionary spirit of these performer and their era
1,craig bartlett and director tuck tucker should be commended for illustrating the merit of fighting hard for something that really matter
1,the film is saved from aren kid cute sentimentality by warmth that isn faked and stately sense of composition
1,this is one of the year best film
1,a fleet footed and pleasingly upbeat family diversion
1,sorvino is delightful in the central role she nearly glow with enthusiasm sensuality and conniving wit
1,it immensely ambitious different than anything that been done before and amazingly successful in term of what it trying to do
1,the story once it get rolling is nothing short of great one
1,great performance stylish cinematography and gritty feel help make gangster no 1 worthwhile moviegoing experience
1,mr deed is suitable summer entertainment that offer escapism without requiring great deal of thought
1,it an ambitious film and a with all ambitious film it ha some problem but on the whole you re gonna like this movie
1,chaiken ably balance real time rhythm with propulsive incident
1,this is an extraordinary film not least because it is japanese and yet feel universal
1,in summer overrun with movie dominated by cgi alien and super hero it revigorates the mind to see feature that concentrate on people project in which the script and character hold sway
1,there just something about watching squad of psychopathic underdog whale the tar out of unsuspecting lawman that reach across time and distance
1,a funny and touching film that is gorgeously acted by british cast to rival gosford park
1,there nothing more satisfying during summer of event movie than spy thriller like the bourne identity that packed with just a much intelligence a action
1,i not generally fan of vegetable but this batch is pretty cute
1,qutting may be flawed film but it is nothing if not sincere
1,beautifully crafted engaging filmmaking that should attract upscale audience hungry for quality and nostalgic twisty yarn that will keep them guessing
1,a thoughtful and surprisingly affecting portrait of screwed up man who dared to mess with some powerful people seen through the eye of the idealistic kid who chooses to champion his ultimately losing cause
1,a cultural wildcard experience wacky different unusual even nutty
1,daughter from danang reveals that effort toward closure only open new wound it doesn flinch from it unsettling prognosis namely that the legacy of war is kind of perpetual pain
1,for most of it footage the new thriller prof that director night shyamalan can weave an eerie spell and that mel gibson can gasp shudder and even tremble without losing his machismo
1,this is not an easy film but it could be by it art and heart necessary one
1,a very good film sits in the place where masterpiece should be
1,spellbinding fun and deliciously exploitative
1,it jagger bone dry mournfully brittle delivery that give the film it bittersweet bite
1,impossible a it may sound this film heart is even more embracing than monty if only because it accepts nasty behavior and severe flaw a part of the human condition
1,despite the predictable parent v child coming of age theme first class natural acting and look at the real american make this charmer
1,one of the smarter offering the horror genre ha produced in recent memory even if it far tamer than advertised
1,one of recent memory most thoughtful film about art ethic and the cost of moral compromise
1,the film doesn sustain it initial promise with jarring new agey tone creeping into the second half
1,blade ii is a estrogen free a movie get so you might want to leave your date behind for this one or she gonna make you feel like you owe her big time
1,the message is that even the most unlikely can link together to conquer all kind of obstacle whether they be of nature of man or of one another
1,many parent and their teen or preteen kid could bond while watching walk to remember so could young romantic out on date
1,all leather pant augmented boob hawn is hilarious a she try to resuscitate the fun loving libertine lost somewhere inside the conservative handbag clutching sarandon
1,the member manage to pronounce kok exactly a you think they might thus giving the cast ample opportunity to use that term a often a possible it very beavis and butthead yet always seems to elicit chuckle
1,while this gentle and affecting melodrama will have luvvies in rapture it far too slight and introspective to appeal to anything wider than niche audience
1,chicago offer much colorful eye candy including the spectacle of gere in his dancing shoe hoofing and crooning with the best of them
1,a difficult but worthy film that bite off more than it can chew by linking the massacre of armenian in 1915 with some difficult relationship in the present
1,by and large this is mr kilmer movie and it his strongest performance since the door
1,some of the most ravaging gut wrenching frightening war scene since saving private ryan have been recreated by john woo in this little known story of native american and their role in the second great war
1,a charming but slight comedy
1,henry bean thoughtful screenplay provides no easy answer but offer compelling investigation of faith versus intellect
1,a great cast and wonderful but sometimes confusing flashback movie about growing up in dysfunctional family
1,playing role of almost bergmanesque intensity bisset is both convincing and radiant
1,a smart provocative drama that doe the nearly impossible it get under the skin of man we only know a an evil monstrous lunatic
1,an alternately fascinating and frustrating documentary
1,griffin co manage to be spectacularly outrageous
1,nair cast is so large it altman esque but she deftly spin the multiple story in vibrant and intoxicating fashion
1,the movie play up the cartoon more obvious strength of snazziness while neglecting it le conspicuous writing strength
1,poignant japanese epic about adolescent anomie and heartbreak
1,we ve seen it all before in one form or another but director hoffman with great help from kevin kline make u care about this latest reincarnation of the world greatest teacher
1,secretary is not movie about fetishism it is movie about passion
1,even though it common knowledge that park and his founding partner yong kang lost kozmo in the end you can help but get caught up in the thrill of the company astonishing growth
1,although some viewer will not be able to stomach so much tongue in cheek weirdness those who do will have found cult favorite to enjoy for lifetime
1,what could have easily become cold calculated exercise in postmodern pastiche wind up powerful and deeply moving example of melodramatic moviemaking
1,a delightful surprise because despite all the backstage drama this is movie that tell story that work is charming is moving is funny and look professional
1,the imax screen enhances the personal touch of manual animation
1,doe an impressive job of relating the complicated history of the war and of filling in the background
1,it all about anakin and the lustrous polished visuals rich in color and creativity and of course special effect
1,lack the inspiration of the original and ha bloated plot that stretch the running time about 10 minute past child interest and an adult patience but it also ha many of the thing that made the first one charming
1,it funny touching dramatically forceful and beautifully shot
1,it rawness and vitality give it considerable punch
1,a live wire film that never loses it ability to shock and amaze
1,the year greatest adventure and jackson limited but enthusiastic adaptation ha made literature literal without killing it soul feat any thinking person is bound to appreciate
1,it fairly solid not to mention well edited so that it certainly doesn feel like film that stray past the two and half mark
1,brim with passion for word for it eccentric accident prone character and for the crazy thing that keep people going in this crazy life
1,it secondary to american psycho but still ha claw enough to get inside you and stay there for couple of hour
1,the hour delicately crafted film is an impressive achievement in spite of river of sadness that pours into every frame
1,fudge fact and fancy with such confidence that we feel a if we re seeing something purer than the real thing
1,this is unusual food for thought cinema that a entertaining a it is instructive
1,with an expressive face reminiscent of gong li and vivid personality like zhang ziyi dong stake out the emotional heart of happy
1,nohe documentary about the event is sympathetic without being gullible he isn blind to the silliness but also capture moment of spontaneous creativity and authentic co operative interaction
1,it may not be a cutting a witty or a true a back in the glory day of weekend and two or three thing know about her but who else engaged in filmmaking today is so cognizant of the cultural and moral issue involved in the process
1,secret ballot is funny puzzling movie ambiguous enough to be engaging and oddly moving
1,although devoid of objectivity and full of nostalgic comment from the now middle aged participant dogtown and boy ha compelling story to tell
1,it got some pretentious eye rolling moment and it didn entirely grab me but there stuff here to like
1,birthday girl walk tricky tightrope between being wickedly funny and just plain wicked
1,a muted freak out
1,the enjoyable undercover brother zany mix of saturday night live style parody 70 blaxploitation film and goofball action comedy gone wild dish out ton of laugh that everyone can enjoy
1,brings an irresistible blend of warmth and humor and consistent embracing humanity in the face of life harshness
1,jackson is always watchable
1,to the degree that ivans xtc work it thanks to huston revelatory performance
1,a wild ride of movie that keep throwing fastball
1,confession is without doubt memorable directorial debut from king hunk
1,weird vulgar comedy that definitely an acquired taste
1,a cynical and serious look at teenage boy doing what they do best being teenager
1,the film is very good viewing alternative for young woman
1,australian filmmaker david flatman us the huge screen format to make an old fashioned nature film that educates viewer with word and picture while entertaining them
1,a dazzling dream of documentary
1,a keep em guessing plot and an affectionate take on it screwed up character
1,moving and vibrant
1,brave and sweetly rendered love story
1,the film prof unrelentingly grim and equally engrossing
1,a hallmark film in an increasingly important film industry and worth the look
1,the last kiss will probably never achieve the popularity of my big fat greek wedding but it provocative central wedding sequence ha far more impact
1,if you like blood gut and crazy beast stalking men with gun though you will likely enjoy this monster
1,the difference between cho and most comic is that her confidence in her material is merited
1,sad to say it accurately reflects the rage and alienation that fuel the self destructiveness of many young people
1,there is strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with sane eye
1,anyone with passion for cinema and indeed sex should see it a soon a possible
1,seek to transcend it genre with curiously stylized quasi shakespearean portrait of pure misogynist evil
1,mordantly funny and intimately knowing
1,what make the movie special is it utter sincerity
1,fast and funny an action cartoon that suspenseful enough for older kid but not too scary for the school age crowd
1,one of those rare film that come by once in while with flawless amount of acting direction story and pace
1,the aaa of action xxx is blast of adrenalin rated eee for excitement and vin diesel is the man
1,earnest unsubtle and hollywood predictable green dragon is still deeply moving effort to put human face on the travail of thousand of vietnamese
1,an ambitious movie that like shiner organizing of the big fight pull off enough of it effect to make up for the one that don come off
1,nair and writer laura cahill dare to build movie around some flawed but rather unexceptional woman emerging with fine character study that short on plot but rich in the tiny revelation of real life
1,the film unhurried pace is actually one of it strength entirely appropriately the tale unfolds like lazy summer afternoon and concludes with the crisp clarity of fall dawn
1,despite it floating narrative this is remarkably accessible and haunting film
1,vibrantly colored and beautifully designed metropolis is feast for the eye
1,sweetly sexy funny and touching
1,while dark water isn a complete wash no pun intended watched side by side with ringu it ultimately come off a pale successor
1,is truth stranger than fiction in screenwriter charlie kaufman world truth and fiction are equally strange and his for the taking
1,for decade we ve marveled at disney rendering of water snow flame and shadow in hand drawn animated world prepare to marvel again
1,a witty low key romantic comedy
1,more good than great but freeman and judd make it work
1,if you re looking for smart nuanced look at de sade and what might have happened at picpus sade is your film
1,could have been crisper and punchier but it likely to please audience who like movie that demand four hanky
1,together writer director danny verete three tale comprise powerful and reasonably fulfilling gestalt
1,bursting through the constraint of it source this is one adapted from television movie that actually look a if it belongs on the big screen
1,quite endearing
1,it almost too spectacular coastal setting distracts slightly from an eccentric and good naturedly aimless story
1,in other word it just another sport drama character study yet this one make up for in heart what it lack in outright newness plus like already mentioned it robert duvall mon
1,this story of determined woman courage to find her husband in war zone offer winning performance and some effecting moment
1,like shrek spirit visual imagination reminds you of why animation is such perfect medium for child because of the way it allows the mind to enter and accept another world
1,a modestly made but profoundly moving documentary
1,it irritates and saddens me that martin lawrence latest vehicle can explode obnoxiously into 2 500 screen while something of bubba ho tep clearly evident quality may end up languishing on shelf somewhere
1,not everything in this ambitious comic escapade work but coppola along with his sister sofia is real filmmaker it must be in the gene
1,the performer are so spot on it is hard to conceive anyone else in their role
1,this slight premise work because of the ideal casting of the masterful british actor ian holm a the aged napoleon
1,hashiguchi cover this territory with wit and originality suggesting that with his fourth feature the first to be released in the s major director is emerging in world cinema
1,although the film boil down to lightweight story about matchmaking the character make italian for beginner worth the journey
1,the dragon are the real star of reign of fire and you won be disappointed
1,kudos to the most enchanting film of the year
1,it work well enough since the thrill pop up frequently and the dispatching of the cast is a often imaginative a it is gory
1,colorful and deceptively buoyant until it suddenly pull the rug out from under you burkinabe filmmaker dani kouyate reworking of folk story whose root go back to 7th century oral tradition is also pointed political allegory
1,it a powerful though flawed movie guaranteed to put lump in your throat while reaffirming washington a possibly the best actor working in movie today
1,director paul cox unorthodox abstract approach to visualizing nijinsky diary is both stimulating and demanding
1,for 95 often hilarious minute cho riff on the diciness of colonic on straight versus gay personal ad on how men would act if they had period and on the peril of certain outré sexual practice
1,most of the thing that made the original men in black such pleasure are still there
1,mostly honest this somber picture reveals itself slowly intelligently artfully
1,best enjoyed a work of fiction inspired by real life event those seeking definitive account of eisenstein life would do better elsewhere
1,westbrook make wonderful subject for the camera
1,a film that flawed and brilliant in equal measure
1,even if invincible is not quite the career peak that the pianist is for roman polanski it demonstrates that werner herzog can still leave u with sense of wonder at the diverse marvelously twisted shape history ha taken
1,ultimately too repellent to fully endear itself to american art house audience but it is notable for it stylistic austerity and forcefulness
1,hardly film that come along every day
1,harmless fun
1,a wild ride with eight boarder from venice beach that wa deserved co winner of the audience award for documentary at the sundance film festival
1,the film only misstep come from the script insistence on providing deep emotional motivation for each and every one of abagnale antic
1,a sweet tender sermon about 12 year old welsh boy more curious about god than girl who learns that believing in something doe matter
1,the film belongs to the marvelous verdu sexy slip of an earth mother who mourns her tragedy in private and embrace life in public
1,more intimate than spectacular t is carried le by wow factor than by it funny moving yarn that hold up well after two decade
1,for once movie doe not proclaim the truth about two love struck somebody but permit them time and space to convince u of that all on their own
1,if you re burnt out on it a wonderful life marathon and bored with christmas carol it might just be the movie you re looking for it depends on how well flatulence gag fit into your holiday concept
1,moonlight mile doesn quite go the distance but the cast is impressive and they all give life to these broken character who are trying to make their way through this tragedy
1,it is an indelible epic american story about two family one black and one white facing change in both their inner and outer life
1,not a well written a sexy beast not a gloriously flippant a lock stock and two smoking barrel but stylish and moody and exceptionally well acted
1,quite simply joy to watch and especially to listen to
1,a flawed film but an admirable one that try to immerse u in world of artistic abandon and political madness and very nearly succeeds
1,the filmmaker wisely decided to let crocodile hunter steve irwin do what he doe best and fashion story around him
1,a winning and wildly fascinating work
1,we do get the distinct impression that this franchise is drawing to close
1,worth catching for griffith warm and winning central performance
1,the tone errs on the shrill side tempered by soft southern gentility that speaks of beauty grace and closet full of skeleton
1,an interesting psychological game of cat and mouse three dimensional character and believable performance all add up to satisfying crime drama
1,a meatier deeper beginning and or ending would have easily tipped this film into the range a is it a very very strong i love the robust middle of this picture
1,the power of shanghai ghetto documentary by dana janklowicz mann and amir mann rest in the voice of men and woman now in their 70 who lived there in the 1940s
1,maintains your interest until the end and even leaf you with few lingering animated thought
1,there is beautiful aching sadness to it all paul cox needed to show it it is up to you to decide if you need to see it
1,if divine secret of the ya ya sisterhood suffers from ploddingly melodramatic structure it come to life in the performance
1,if you ignore the cliche and concentrate on city by the sea interpersonal drama it ain half bad
1,alternate between deadpan comedy and heartbreaking loneliness and isn afraid to provoke introspection in both it character and it audience
1,there aren too many film that can be a simultaneously funny offbeat and heartwarming without thick shmear of the goo at least but elling manages to do all three quite well making it one of the year most enjoyable release
1,reign of fire is hardly the most original fantasy film ever made beyond road warrior it owes enormous debt to alien and every previous dragon drama but that barely make it any le entertaining
1,an earnest roughshod document it serf a workable primer for the region recent history and would make terrific 10th grade learning tool
1,samuel beckett applied to the iranian voting process
1,the bard a black comedy willie would have loved it
1,another trumpet blast that there may be new mexican cinema bornin
1,the film considered approach to it subject matter is too calm and thoughtful for agitprop and the thinness of it characterization make it failure a straight drama
1,tadpole may be one of the most appealing movie ever made about an otherwise appalling and downright creepy subject teenage boy in love with his stepmother
1,this is story that zing all the way through with originality humour and pathos
1,a underwater ghost story go below cast it spooky net out into the atlantic ocean and spit it back grizzled and charred somewhere northwest of the bermuda triangle
1,it is challenging film if not always narratively cohesive one
1,trapped won score point for political correctness but it may cause parent few sleepless hour sign of it effectiveness
1,a rock solid gangster movie with fair amount of suspense intriguing character and bizarre bank robbery plus heavy dose of father and son dynamic
1,it incredible the number of story the holocaust ha generated just when you think that every possible angle ha been exhausted by documentarians another new film emerges with yet another remarkable yet shockingly little known perspective
1,a they used to say in the 1950s sci fi movie sign is tribute to shyamalan gift which are such that we ll keep watching the sky for his next project
1,there no conversion effort much of the writing is genuinely witty and both star are appealing enough to probably have good shot at hollywood career if they want one
1,like skillful fisher the director us the last act to reel in the audience since it poignancy hook u completely
1,a film with contemporary political resonance illustrated by winning family story
1,kid five and up will be delighted with the fast funny and even touching story parent may even find that it go by quickly because it ha some of the funniest joke of any movie this year including those intended for adult
1,an unsettling memorable cinematic experience that doe it predecessor proud
1,maid in manhattan might not look so appealing on third or fourth viewing down the road but a high concept vehicle for two bright star of the moment who can rise to fan lofty expectation the movie pass inspection
1,much of all about lily chou chou is mesmerizing some of it plaintiveness could make you weep
1,ferrara strongest and most touching movie of recent year
1,spielberg first real masterpiece it deserved all the heart it won and win still 20 year later
1,the screenwriter dig themselves in deeper every time they toss logic and science into what is essentially dungeon and dragon fantasy with modern military weaponry
1,more than simply portrait of early extreme sport this peek into the 1970s skateboard revolution is skateboard film a social anthropology
1,what saw enjoyed
1,good naturedly cornball sequel
1,the level of acting elevates the material above pat inspirational status and give it sturdiness and solidity that we ve long associated with washington the actor
1,a deft delightful mix of sulky teen drama and overcoming obstacle sport movie triumph
1,daringly perceptive taut piercing and feisty biggie and tupac is undeniably subversive and involving in it bold presentation
1,delivers more than it fair share of saucy hilarity
1,a fairly enjoyable mixture of longest yard and the 1999 guy ritchie caper lock stock and two smoking barrel
1,happily some thing are immune to the folly of changing taste and attitude for proof of that on the cinematic front look no further than this 20th anniversary edition of the film that spielberg call retrospectively his most personal work yet
1,hugely entertaining from start to finish featuring fall from grace that still leaf shockwaves it will gratify anyone who ha ever suspected hollywood of being overrun by corrupt and hedonistic weasel
1,it not like having real film of nijinsky but at least it better than that eponymous 1980 biopic that used soap in the place where the mystery lingered
1,it probably worth catching solely on it visual merit if only it had the story to match
1,like other great documentary this go after one truth the ford administration complicity in tearing orphan from their mother and stumble upon others even more compelling
1,only bond can save u from the latest eccentric super wealthy megalomaniac bent on world domination and destruction
1,the first half burst with goofy energy previous disney film only used for few minute here and there
1,it quite diverting nonsense
1,an old fashioned scary movie one that relies on lingering terror punctuated by sudden shock and not constant bloodshed punctuated by flying gut
1,for all the wit and hoopla festival in cannes offer rare insight into the structure of relationship
1,what make how killed my father compelling besides it terrific performance is fontaine willingness to wander into the dark area of parent child relationship without flinching
1,renner face is chillingly unemotive yet he communicates great deal in his performance see it for his performance if nothing else
1,the kind of entertainment that parent love to have their kid see
1,it a fine focused piece of work that reopens an interesting controversy and never succumbs to sensationalism
1,it engaging simplicity is driven by appealing lead
1,swimming is above all about young woman face and by casting an actress whose face project that woman doubt and yearning it succeeds
1,a respectable venture on it own term lacking the broader vision that ha seen certain trek film cross over to more mainstream audience
1,it weird wonderful and not necessarily for kid
1,an elegant film with often surprising twist and an intermingling of naiveté and sophistication
1,blessed with two fine nuanced lead performance
1,while this ha the making of melodrama the filmmaker cut against this natural grain producing work that more interested in asking question than in answering them
1,a girl meet girl romantic comedy kissing jessica steinis quirky charming and often hilarious yet it not quite the genre busting film it been hyped to be because it play everything too safe
1,you don need to know your ice s from your cool s to realize that a far a these shooting are concerned something is rotten in the state of california
1,turturro is fabulously funny and over the top a very sneaky butler who excels in the art of impossible disappearing reappearing act
1,meant for star war fan it is there to give them good time
1,from deceptively simple premise this deeply moving french drama develops startling story that work both a detailed personal portrait and a rather frightening examination of modern time
1,simply and eloquently articulates the tangled feeling of particular new yorkers deeply touched by an unprecedented tragedy
1,provides very moving and revelatory footnote to the holocaust
1,terrific performance great to look at and funny little uneven to be the cat meow but it good enough to be the purr
1,it a compelling and horrifying story and the laramie project is worthwhile for reminding u that this sort of thing doe in fact still happen in america
1,i like it there is freedom to watching stunt that are this crude this fast paced and this insane
1,that rare documentary that incorporates so much of human experience drama conflict tear and surprise that it transcends the normal division between fiction and nonfiction film
1,that rare movie that work on any number of level a film of magic and whimsy for child heartfelt romance for teenager and compelling argument about death both pro and con for adult
1,it both degrading and strangely liberating to see people working so hard at leading life of sexy intrigue only to be revealed by the dispassionate gantz brother a ordinary pasty lumpen
1,a sharp and quick documentary that is funny and pithy while illuminating an era of theatrical comedy that while past really isn
1,the script is smart not cloying
1,the film doe solid job of slowly steadily building up to the climactic burst of violence
1,fred schepisi tale of four englishman facing the prospect of their own mortality view youthful affluence not a lost ideal but starting point
1,the directive to protect the code at all cost also begin to blur a the importance of the man and the code merge
1,overall cletis tout is winning comedy that excites the imagination and tickle the funny bone
1,easily one of the best and most exciting movie of the year
1,the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar
1,an engaging formulaic sport drama that carry charge of genuine excitement
1,insomnia is one of the year best film and pacino give one of his most daring and complicated performance
1,like vardalos and corbett who play their role with vibrant charm the film directed by joel zwick is heartfelt and hilarious in way you can fake
1,i don know if frailty will turn bill paxton into an list director but he can rest contentedly with the knowledge that he made at least one damn fine horror movie
1,despite it flaw belinsky is still able to create an engaging story that keep you guessing at almost every turn
1,each punch seen through prison bar the fight become not so much struggle of man v man a brother man v the man
1,the evocative imagery and gentle lapping rhythm of this film are infectious it get under our skin and draw u in long before the plot kick into gear
1,like the best of godard movie it is visually ravishing penetrating impenetrable
1,horn and halo benefit from serendipity but also reminds u of our own responsibility to question what is told a the truth
1,oddly compelling
1,ha an immediacy and an intimacy that suck you in and dare you not to believe it all true
1,it treat ana journey with honesty that is tragically rare in the depiction of young woman in film
1,captivates a it show excess in business and pleasure allowing u to find the small human moment and leaving off with grand whimper
1,a refreshingly realistic affectation free coming of age tale
1,how good this film might be depends if you believe that the shocking conclusion is too much of plunge or not
1,great fun both for sport aficionado and for ordinary lout whose idea of exercise is climbing the step of stadium seat megaplex
1,feature one of the most affecting depiction of love affair ever committed to film
1,to honestly address the flaw inherent in how medical aid is made available to american worker more balanced or fair portrayal of both side will be needed
1,one of the best movie of the year
1,the usual movie rah rah pleasantly and predictably delivered in low key style by director michael apted and writer tom stoppard
1,a superlative movie funny sexy and rousing
1,those prone to indignation need not apply those susceptible to blue hilarity step right up
1,witless but watchable
1,like mike isn going to make box office money that make michael jordan jealous but it ha some cute moment funny scene and hit the target audience young bow wow fan with nothing but net
1,dong make valiant effort to understand everyone point of view and he doe such good job of it that family fundamental get you riled up
1,the trick when watching godard is to catch the pitch of his poetics savor the pleasure of his sound and image and ponder the historical philosophical and ethical issue that intersect with them
1,at it best which occurs often michael moore bowling for columbine rekindles the muckraking soul searching spirit of the are we sick society journalism of the 1960s
1,a modestly surprising movie
1,a headline fresh thriller set among orthodox jew on the west bank joseph cedar time of favor manages not only to find compelling dramatic mean of addressing complex situation it doe so without compromising that complexity
1,there a spontaneity to the chateau sense of light heartedness that make it attractive throughout
1,the first tunisian film have ever seen and it also probably the most good hearted yet sensual entertainment m likely to see all year
1,like any good romance son of the bride prof it never too late to learn
1,kline utterly convincing and deeply appealing a noble teacher who embrace strict moral code and a flawed human being who can quite live up to it
1,the film while not exactly assured in it execution is notable for it sheer audacity and openness
1,a thoroughly enjoyable heartfelt coming of age comedy
1,feeling like dope ha rarely been more fun than it is in nine queen
1,leigh make these life count and he allows gawky actor like spall who could too easily become comic relief in any other film to reveal his impressively delicate range
1,a lot of fun with an undeniable energy sparked by two actress in their 50 working at the peak of their power
1,promise is one film that truly deserving of it oscar nomination
1,what bubble up out of john walsh pipe dream is the distinct and very welcome sense of watching intelligent people making movie they might actually want to watch
1,if reno is to the left of liberal on the political spectrum her tough funny rather chaotic show isn subversive so much a it is nit picky about the hypocrisy of our time
1,beautiful angry and sad with curious sick poetry a if the marquis de sade had gone in for pastel landscape
1,m hutchins is talented enough and charismatic enough to make u care about zelda ultimate fate
1,monte cristo smartly emphasizes the well wrought story and omits needle chase scene and swordfights a the revenge unfolds
1,a mesmerizing cinematic poem from the first frame to the last
1,it a clever thriller with enough unexpected twist to keep our interest
1,an undeniably moving film to experience and ultimately that what make it worth recommendation
1,nicole kidman evolved from star to superstar some time over the past year which mean that birthday girl is the kind of quirkily appealing minor movie she might not make for while
1,vividly conveys the shadow side of the 30 year friendship between two english woman
1,the story ha some nice twist but the ending and some of the back story is little tired the performance are all solid it merely lack originality to make it great movie
1,manages to please it intended audience child without placing their parent in coma like state
1,mr deed is sure to give you lot of laugh in this simple sweet and romantic comedy
1,when you think you ve figured out bielinsky great game that when you re in the most trouble he the con and you re just the mark
1,a strong first act and absolutely inescapably gorgeous skyscraper trapeze motion of the amazing spider man
1,driven by fantastic dual performance from ian holm the film is funny insightfully human and delightful lark for history buff
1,a well put together piece of urban satire
1,it the sweet cinderella story that pretty woman wanted to be
1,it will make you think twice about what might be going on inside each trailer park you drive past even if it chiefly inspires you to drive little faster
1,what doesn this film have that an impressionable kid couldn stand to hear
1,what save it and make it one of the better video game based flick is that the film acknowledges upfront that the plot make no sense such that the lack of linearity is the point of emotional and moral departure for protagonist alice
1,a deeply felt and vividly detailed story about newcomer in strange new world
1,it a visual delight and decent popcorn adventure a long a you don try to look too deep into the story
1,it a feel good movie about which you can actually feel good
1,a full experience love story and murder mystery that expands into meditation on the deep deception of innocence
1,visually santa clause 2 is wondrously creative
1,the powerpuff girl arrive on the big screen with their super power their super simple animation and their super dooper adorability intact
1,raimi matured quite bit with spider man even though it one of the most plain white toast comic book film you ll ever see
1,a new film from bill plympton the animation master is always welcome
1,a devastating indictment of unbridled greed and materalism
1,what make the film special is the refreshingly unhibited enthusiasm that the people in spite of clearly evident poverty and hardship bring to their music
1,the film ha kind of hard cold effect
1,the gag are often stitch
1,the asylum material is gripping a are the scene of jia with his family
1,a bonanza of wacky sight gag outlandish color scheme and corny visual pun that can be appreciated equally a an abstract frank tashlin comedy and a playful recapitulation of the artist career
1,one can deny it seriousness and quality
1,good performance and realistic non exploitive approach make paid in full worth seeing
1,this engrossing characteristically complex tom clancy thriller is shifty in the manner in which it address current terrorism anxiety and sidestep them at the same time
1,ryan gosling is in word brilliant a the conflicted daniel
1,somehow manages to escape the shackle of it own clichés to be the best espionage picture to come out in week
1,much of the lady and the duke is about quiet decisive moment between member of the cultural elite a they determine how to proceed a the world implodes
1,take simple premise and carry it to unexpected height
1,with few respite marshall keep the energy humming and his edits unlike those in moulin rouge are crisp and purposeful without overdoing it
1,it metaphor are opaque enough to avoid didacticism and the film succeeds a an emotionally accessible almost mystical work
1,provides satisfactory overview of the bizarre world of extreme athlete a several daredevil express their own view
1,inventive fun intoxicatingly sexy violent self indulgent and maddening
1,hard to resist
1,comedian like it subject delivers the good and audience will have fun no frill ride
1,a naturally funny film home movie make you crave chris smith next movie
1,pipe dream doe have it charm the lead are natural and lovely the pace is serene the humor wry and sprightly
1,those who want to be jolted out of their gourd should drop everything and run to ichi
1,a bittersweet contemporary comedy about benevolent deception which while it may not rival the filmmaker period piece is still very much worth seeing
1,enthusiastically invokes the percussion rhythm the brass soul and the sense of fierce competition that help make great marching band half the fun of college football game
1,shed light on subject few are familiar with and make you care about music you may not have heard before
1,despite the film bizarre development hoffman keep u riveted with every painful nuance unexpected flash of dark comedy and the character gripping humanity
1,to get at the root psychology of this film would require many session on the couch of dr freud
1,great over the top moviemaking if you re in slap happy mood
1,viveka seldahl and sven wollter will touch you to the core in film you will never forget that you should never forget
1,the magic and original running time of ace japanimator hayao miyazaki spirited away survives intact in bv re voiced version
1,from the dull surreal ache of mortal awareness emerges radiant character portrait
1,capture the raw comic energy of one of our most flamboyant female comic
1,it not particularly subtle however it still manages to build to terrifying if obvious conclusion
1,the auteur ear for the way fear and slight are telegraphed in the most blithe exchange give the film it lingering tug
1,bolstered by exceptional performance and clear eyed take on the economics of dealing and the pathology of ghetto fabulousness
1,this enthralling documentary is at once playful and haunting an in depth portrait of an iconoclastic artist who wa fundamentally unknowable even to his closest friend
1,some remarkable achival film about how shanghai of all place served jew who escaped the holocaust
1,in movie full of surprise the biggest is that secret ballot is comedy both gentle and biting
1,the urban landscape are detailed down to the sign on the kiosk and the color palette with lot of somber blue and pink is dreamy and evocative
1,a manically generous christmas vaudeville
1,tony gayton script doesn give u anything we haven seen before but director j caruso grimy visual veneer and kilmer absorbing performance increase the gravitational pull considerably
1,a psychic journey deep into the very fabric of iranian life
1,it a smartly directed grown up film of idea
1,a true blue delight
1,while puerile men dominate the story the woman shine
1,unlike lot of hollywood fluff this ha layered well developed character and some surprise
1,for film that being advertised a comedy sweet home alabama isn a funny a you hoped for film that being advertised a comedy sweet home alabama isn a funny a you hoped
1,vera ha created provocative absorbing drama that reveals the curse of self hatred instilled by rigid social more
1,a french film with more down home flavor
1,a fun ride
